"","X","ID","RMAX","N0","NMAX","TLAG","A","AIC_gompertz","AIC_logistic","AIC_baranyi","AIC_buchanan","BIC_gompertz","BIC_logistic","BIC_baranyi","BIC_buchanan"
"62",61,"Acinetobacter.clacoaceticus..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.304589309526536,-1.40675502981152,-1.04427246164646,5.76037214146163,0.742327156837236,0,43.217214642168,51.6693238074317,0,0,45.773443960629,54.864610455508,0
"63",62,"Stenotrophomonas.maltophilia..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.514217418126985,-0.0447205968425094,-0.0447205968425094,5.51723976397687,1,0,33.8626594422425,0,0,0,36.1224568720886,0,0
"64",63,"Klebsiella.pneumonia..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.408407357407711,-0.69216986663965,-0.0733377178477473,3.56288963447226,0.105953352467925,0,48.5104053359132,50.9489121836337,0,0,51.6007602248724,54.8118557948326,0
"65",64,"Bacillus.pumilus..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",2.12169487051498,-1.08266891248996,-0.285586525154272,1.77668496126284,0.263780110299343,0,59.6107878270716,0,0,0,62.4429886314804,0,0
"66",65,"Clavibacter.michiganensis..RDA.R._25_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.463113555671773,-1.36255995615821,-0.157157918908274,3.93506527091501,0.115340186094554,59.6731742466961,60.2062602287387,65.514428185269,0,62.7635291356553,63.2966151176978,69.3773717964679,0
"67",66,"Chryseobacterium.balustinum_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Inf,-0.329544417812694,-0.25093253024304,NA,0.761452832090346,0,0,0,0,0,0,0,0
"68",67,"Enterobacter.sp._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Inf,-1.71956317802357,-0.352101765236768,NA,0.204762331350609,0,0,0,0,0,0,0,0
"69",68,"Pantoea.agglomerans.1_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",2.61115409193613,-1.3599076059467,-1.3599076059467,1.71688295124252,1,0,72.4722979828097,56.584748694338,0,0,75.5626528717688,60.4476923055369,0
"70",69,"Pantoea.agglomerans.2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Inf,-0.997002112257328,-0.818310323513952,NA,0.820770902542225,0,0,0,0,0,0,0,0
"71",70,"Bacillus.pumilus_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.82405664915535,-1.02641599746362,-1.02641599746362,4.56128679252871,1,53.0135355363034,44.3235118339896,64.6903942290815,0,55.8457363407123,47.1557126383984,68.2306452345926,0
"72",71,"Clavibacter.michiganensis_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",440.669024435961,-1.43294204991167,-1.00427487158641,0.84049884448725,0.700848210608595,0,0,0,0,0,0,0,0
"73",72,"Pseudomonas.fluorescens.1_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",1184.33126903603,-1.4789271631535,-1.43294204991167,0.836543820684482,0.968906438134673,0,0,0,0,0,0,0,0
"74",73,"Pseudomonas.fluorescens.2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.385692991905888,-0.0780340026124566,-0.0665064974413884,5.91718712932828,0.852275869683148,0,73.3687682699124,0,0,0,76.2009690743213,0,0
"75",74,"Acinetobacter.clacoaceticus.1_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",215.014861707904,-0.858983386616849,-0.075139644586091,0.841257107553034,0.0874750847999894,0,0,0,0,0,0,0,0
"76",75,"Acinetobacter.clacoaceticus.2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",10.7518345449489,-2.52305841575238,-0.134681038277108,1.54575669561032,0.0533800713595234,0,0,0,0,0,0,0,0
"77",76,"Stenotrophomonas.maltophilia.1_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",649.143347682776,-3.97834564835924,-1.00427487158641,1.40667638272669,0.252435298577084,0,0,0,0,0,0,0,0
"78",77,"Stenotrophomonas.maltophilia.2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",7.90103018941674,-4.31214050720963,-0.380314874485389,1.64492083341165,0.0881963085037527,0,0,0,0,0,0,0,0
"79",78,"Klebsiella.pneumonia_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",386.399743640258,-3.15166707517475,-0.200670695462151,0.569181219090765,0.0636712859181121,0,0,0,0,0,0,0,0
"80",79,"Dickeya.zeae_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",504.587653899141,-2.26069415128488,-1.97301207883311,0.846807510812013,0.872746133178491,0,0,0,0,0,0,0,0
"81",80,"Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2_35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.663599074180609,-0.110125265589465,-0.092373320131015,2.48587525264274,0.83880224612009,0,65.5179697408417,0,0,0,68.6083246298008,0,0
"82",81,"Pantoea.agglomerans..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",399.230608868002,-1.20575692611944,-0.107144637451327,1.12375335120644,0.0888608932118331,0,0,0,0,0,0,0,0
"83",82,"Dickeya.zeae..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",Inf,-0.539760734625442,-0.539760734625442,NA,1,0,0,0,0,0,0,0,0
"84",83,"Acinetobacter.clacoaceticus..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",12.2468781921923,7.08456898144346,7.08456898144346,2.85941310089859,1,0,0,0,0,0,0,0,0
"85",84,"Stenotrophomonas.maltophilia..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.595170603550625,8.21060378486547,9.8883568778067,8.93688731011915,1.20433979484357,66.0029892902325,65.9739075831704,64.6822661427791,0,68.8351900946413,68.8061083875793,68.2225171482902,0
"86",85,"Klebsiella.pneumonia..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",7.1234844337166,7.07820875309804,10.0116783619869,6.94889550238794,1.41443671855608,0,0,0,0,0,0,0,0
"87",86,"Bacillus.pumilus..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.199561544573332,8.21648757296863,10.1990331925697,1.96851611093393,1.24128870177123,0,65.0243284186968,49.1578234325279,0,0,68.3571817949216,53.323890152809,0
"88",87,"Clavibacter.michiganensis..RDA.R._35_TSB_Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080._1",0.496390465834526,9.66891220636095,9.90880446597722,9.43556784195049,1.02481067719887,0,52.7657419379316,51.8743310470385,0,0,56.0985953141565,56.0403977673196,0
"89",88,"Tetraselmis tetrahele_5_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._1",0.00526104774262222,9.35783706489627,10.0830249410441,-45.4742298705147,1.07749524501428,0,39.7122889137478,44.7426944544515,0,0,41.3038700049412,46.7321708184434,0
"90",89,"Tetraselmis tetrahele_5_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._2",0.00258337733738878,9.36405646814764,10.0846036294003,1496.64551063504,1.0769481862592,0,44.8775513405779,42.1637064710066,0,0,46.4691324317714,44.1531828349984,0
"91",90,"Tetraselmis tetrahele_5_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._3",0.00355323300497383,9.50621156004933,9.9537193412923,1216.54012732799,1.04707530212389,0,46.258939745817,44.6026175801761,0,0,47.8505208370105,46.5920939441679,0
"92",91,"Tetraselmis tetrahele_5_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._4",0.00243245173255003,9.55741935578299,9.9876467076211,853.257777924885,1.0450150125073,0,38.682352207376,37.9840614826383,0,0,40.2739332985694,39.9735378466301,0
"93",92,"Tetraselmis tetrahele_5_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._5",0.000240296019586001,6.60966129607402,9.94381470840268,-13162.9926906338,1.50443634900158,20.525222432661,20.0928136149289,0,0,20.8429885993803,20.4105797816482,0,0
"94",93,"Tetraselmis tetrahele_8_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._1",0.00128075682694914,9.18624552458235,9.92374598335366,-218.300157310862,1.08028312075894,0,33.4844272527995,34.4950788012861,0,0,35.076008343993,36.484555165278,0
"95",94,"Tetraselmis tetrahele_8_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._2",0.00241245852682185,9.57568503503537,9.93201661223748,-38.2039242323297,1.03721212382178,-3.33291167303833,-3.32409851394116,-6.39768275654789,0,-2.12257130106214,-2.11375814196497,-4.88475729157766,0
"96",95,"Tetraselmis tetrahele_8_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._3",0.0421362451526645,9.6641041371096,9.99553346367504,78.155864132615,1.03429488360879,0,-9.56707791119048,34.0631166705823,0,0,-7.975496819997,36.0525930345742,0
"97",96,"Tetraselmis tetrahele_8_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._4",0.0283865172738415,9.2032229042073,9.87408387572158,83.4455753458725,1.07289413485873,0,28.3515344568967,34.1182154098509,0,0,29.9431155480902,36.1076917738428,0
"98",97,"Tetraselmis tetrahele_8_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._5",0.0377349326471671,9.58637822549662,9.80675792607757,74.6693507880444,1.02298883847445,22.1839796685329,22.1839776465832,33.4257494039347,0,23.7755607597264,23.7755587377767,35.4152257679266,0
"99",98,"Tetraselmis tetrahele_16_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._1",0.0283927690241975,9.0109771251253,9.45852000145172,72.8690858807178,1.04966640910435,12.9067909947245,12.9067704738457,24.9597715406071,0,14.8464175938765,14.8463970729977,27.3843047895471,0
"100",99,"Tetraselmis tetrahele_16_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._2",0.00456290912814473,9.49140764451379,9.53688848982391,545.558687590439,1.00479179137737,0,31.6683868847293,32.6730568510112,0,0,33.6080134838813,35.0975900999512,0
"101",100,"Tetraselmis tetrahele_16_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._3",0.00524708626971157,9.54945109537622,9.55210084897386,465.411797317512,1.00027747705823,0,32.1559685956472,33.4645488976546,0,0,34.4157660254933,36.2892956849623,0
"102",101,"Tetraselmis tetrahele_16_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._4",0.0184697269119014,9.17574215501915,9.4823613605735,30.9706143336,1.03341628397727,37.832732918911,37.826111222167,37.4293287315144,0,40.0925303487571,40.0859086520131,40.2540755188221,0
"103",102,"Tetraselmis tetrahele_16_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._5",0.0122531316429749,7.39745334624801,9.63628914150826,27.7574338749883,1.30264953227394,53.3860956788727,54.2097923929164,56.3362395023252,0,55.6458931087188,56.4695898227625,59.1609862896329,0
"104",103,"Tetraselmis tetrahele_25_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._1",0.00352219682557387,8.15155308243981,8.52570101183108,776.002537042524,1.04589897478522,0,47.5583741091061,46.9042310870857,0,0,49.8181715389522,49.7289778743934,0
"105",104,"Tetraselmis tetrahele_25_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._2",0.11657449496845,8.81902609088755,8.81902609088755,15.8695641188126,1,0,57.8828308931909,0,0,0,60.142628323037,0,0
"106",105,"Tetraselmis tetrahele_25_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._3",0.038828385874057,8.24040428525389,8.57444833685818,16.048664085804,1.04053733773743,42.7083426195091,43.0089637041842,0,0,44.9681400493552,45.2687611340304,0,0
"107",106,"Tetraselmis tetrahele_25_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._4",0.154691959785019,0.0462615653913462,8.80906063217598,-30.6070922207072,190.418559286881,67.3015049639991,72.6051310811705,104.070959346489,0,70.1337057684079,75.4373318855794,107.611210352,0
"108",107,"Tetraselmis tetrahele_25_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._5",0.185853413837355,3.31295323830958,6.71317829457364,17.5731305770253,2.02634260482319,59.4922631780625,0,62.8144312420091,0,61.4318897772145,0,65.2389644909491,0
"109",108,"Tetraselmis tetrahele_32_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._1",0.00369971754262641,4.77919479869967,5.70717679419855,-18.3182746065577,1.19417120133947,54.964305854927,54.7862442868853,0,0,56.5558869461205,56.3778253780787,0,0
"110",109,"Tetraselmis tetrahele_32_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._2",0.00794426446333278,2.30807701925481,7.30757689422355,-412.27786778557,3.16608884073673,0,57.0669109705399,47.4214372512528,0,0,58.6584920617334,49.4109136152446,0
"111",110,"Tetraselmis tetrahele_32_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._3",0.00774843285921877,3.52388097024256,7.41822955738935,-76.7727745944054,2.10513057053647,53.0039972321951,56.5251728754038,52.5253272150786,0,54.5955783233886,58.1167539665973,54.5148035790705,0
"112",111,"Tetraselmis tetrahele_32_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._4",0.00543076955261569,6.03338334583646,7.05088772193048,211.471729277472,1.16864573619314,58.0567551083331,56.8468988923132,56.721140519121,0,59.9963817074851,58.7865254914652,59.145673768061,0
"113",112,"Tetraselmis tetrahele_32_ESAW_Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697._5",0.00238939410971685,6.49765258215963,6.8269567391848,2721.33264813237,1.05068048081385,62.8331157870639,70.0301426425514,0,61.9476669029125,64.7727423862159,71.9697692417034,0,61.9476669029125
"114",113,"Staphylococcus spp._2_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.013285128916867,1.38028169014084,6.13380281690141,15.328100224615,4.44387755102041,40.8943956199416,48.5870371881871,0,0,41.6832939292864,49.375935497532,0,0
"115",114,"Staphylococcus spp._4_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.00774760358606323,7.03755868544601,7.03755868544601,603.805764359982,1,8.34983475923071,11.1250687894987,0,15.6969976134302,8.66760092595005,11.442834956218,0,15.6969976134302
"116",115,"Staphylococcus spp._7_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.0129753193296526,7.57746478873239,7.57746478873239,582.562087447321,1,69.2083132609373,85.983518144799,0,67.686101712922,71.7645425793983,88.5397474632601,0,67.686101712922
"117",116,"Staphylococcus spp._10_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.0116478274579298,7.62441314553991,7.62441314553991,324.328974055168,1,52.7715773533831,0,0,51.0286492090374,54.3631584445766,0,0,51.0286492090374
"118",117,"Staphylococcus spp._15_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.0200808993939743,6.03990610328638,7.70657276995305,172.711065677217,1.2759424795958,50.321333869357,50.3212703163662,0,0,51.1102321787018,51.110168625711,0,0
"119",118,"Staphylococcus spp._20_Raw Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.182223315835519,3.05797101449275,7.83568075117371,-13.8533900468383,2.562379013417,55.9075653522553,46.0150955676525,53.5262489841129,0,56.6964636616002,46.8039938769974,54.512371870794,0
"120",119,"Staphylococcus spp._2_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.00762407757012204,5.47342995169082,5.69082125603864,423.631239544547,1.03971756398941,38.4178937973932,38.1034778703393,44.5231959927484,0,39.6282341693694,39.3138182423155,46.0361214577186,0
"121",120,"Staphylococcus spp._4_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.00122188598686889,1.72946859903381,1.72946859903381,1038.29626987262,1,-14.5293278545334,0,0,0,-15.3622899776212,0,0,0
"122",121,"Staphylococcus spp._7_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.00820616586083791,5.00241545893719,6.07729468599034,167.02432840112,1.21487204249155,51.6978145711475,51.6213611526883,51.5765926999025,0,53.9576120009936,53.8811585825345,54.4013394872102,0
"123",122,"Staphylococcus spp._10_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.0266377849684613,6.07729468599034,6.31884057971014,32.5560330369366,1.03974562798092,66.7513802390781,0,0,65.5850227032223,69.0111776689242,0,0,65.5850227032223
"124",123,"Staphylococcus spp._15_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.0269117240590048,7.69565217391304,7.69565217391304,221.677267797821,1,63.2064965147662,63.9542322283538,0,63.0476791792739,65.1461231139182,65.8938588275058,0,63.0476791792739
"125",124,"Staphylococcus spp._20_Salted Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.0677050253711578,6.24616369889109,6.24616369889109,81.9641272974653,1,-6.12498476873098,5.04704860792751,0,0,-5.33608645938611,5.83594691727239,0,0
"126",125,"Staphylococcus spp._2_Cooked Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.0122171603693694,0.67860795283643,7.24048757745292,-84.2997558838741,10.6696179247374,55.2935524798324,55.2686161060926,55.4471251240057,0,56.5038928518086,56.4789564780688,56.9600505889759,0
"127",126,"Staphylococcus spp._4_Cooked Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.00633650291688517,6.46705493392689,6.46705493392689,762.04438631624,1,0.544077770712432,40.7038993436058,0,0,0.327718366933685,40.487539939827,0,0
"128",127,"Staphylococcus spp._7_Cooked Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.00986911861634456,7.5586649521747,7.5586649521747,765.45502359265,1,58.0133823137426,84.1269582893019,0,56.4953534518724,60.2731797435887,86.386755719148,0,56.4953534518724
"129",128,"Staphylococcus spp._10_Cooked Chicken Breast_Galarz, L.A., Fonseca, G.G. and Prentice, C., 2016. Predicting bacterial growth in raw, salted, and cooked chicken breast fillets during storage. Food Science and Technology International, 22(6), pp.461-474._1",0.0299605799175002,8.47591188914957,8.47591188914957,41.2374153123142,1,66.3978655941099,78.8258458488984,0,0,68.3374921932619,80.7654724480504,0,0
